Date;Open;Low;High;Close;Volume
20140102;1.37553;1.36294;1.3774600000000001;1.3671799999999998;199626.3711163625
20140103;1.3671799999999998;1.3582;1.3672600000000001;1.35874;195848.90124869347
20140106;1.35935;1.35715;1.36527;1.36277;187620.391405195
20140107;1.36276;1.35965;1.36562;1.36152;204513.74112137407
20140108;1.36154;1.3552899999999999;1.3635;1.35754;210419.9314745665
20140109;1.35752;1.3548;1.3633;1.36081;221747.71154107156
20140110;1.3608;1.3571;1.36869;1.36661;198266.4013066292
20140113;1.3678299999999999;1.3637;1.36847;1.36709;179864.63114973906
20140114;1.36709;1.3649;1.3699299999999999;1.36789;177108.30107907948
20140115;1.3678700000000001;1.35814;1.36806;1.36047;179040.73118491468
20140116;1.36046;1.3583;1.36493;1.3619700000000001;177062.83119221774
20140117;1.36195;1.35169;1.36209;1.35389;165437.62104456127
20140120;1.3537299999999999;1.35075;1.35679;1.35514;119600.43063052
20140121;1.35513;1.35164;1.35687;1.35607;178524.73083687574
20140122;1.35608;1.35345;1.35835;1.35473;169671.8910350576
20140123;1.35473;1.35303;1.3698299999999999;1.3696;247321.0514718741
20140124;1.3695700000000002;1.36627;1.37394;1.36737;220392.88152835518
20140127;1.36773;1.36531;1.37166;1.36727;196030.94121540335
20140128;1.3672799999999998;1.3629;1.36885;1.36707;168650.07112839073
20140129;1.36706;1.3603;1.36846;1.36629;227651.37121001628
20140130;1.36628;1.3543399999999999;1.3665200000000002;1.3554700000000002;233736.3712394759
20140131;1.35548;1.3479;1.3572799999999998;1.34846;244484.81097809225
20140203;1.3484200000000002;1.34772;1.35354;1.35245;230498.3312275559
20140204;1.35247;1.34934;1.35385;1.35181;201829.02116139233
20140205;1.3518299999999999;1.3499;1.35554;1.35333;212282.7610902563
20140206;1.3532799999999998;1.3482;1.36188;1.35897;224607.02098139373
20140207;1.3589799999999999;1.35519;1.36424;1.36342;196573.06101878727
20140210;1.36163;1.3616;1.36514;1.36456;143327.2608193159
20140211;1.36453;1.36295;1.36829;1.36379;183203.591037333
20140212;1.36378;1.3562299999999998;1.36527;1.35933;194362.52108572426
20140213;1.3593;1.3585;1.3691799999999998;1.36798;205569.14104122669
20140214;1.36798;1.3673600000000001;1.37147;1.36914;170745.22078965604
20140217;1.37083;1.36921;1.3724;1.37067;113335.48049685359
20140218;1.37067;1.3694600000000001;1.37704;1.3758299999999999;182814.04090921578
20140219;1.3758299999999999;1.3724399999999999;1.37731;1.37331;155018.15084467086
20140220;1.3732799999999998;1.36855;1.37625;1.37184;148274.1407340765
20140221;1.37185;1.3702;1.37586;1.37375;118251.64048066734
20140224;1.3732600000000001;1.37084;1.3771;1.37347;119022.8705303967
20140225;1.3734600000000001;1.37155;1.37671;1.37447;135219.51065771285
20140226;1.37445;1.36617;1.37571;1.36865;152612.79074528813
20140227;1.36863;1.36432;1.37268;1.37096;148602.84064657983
20140228;1.37096;1.36941;1.38248;1.38;179079.2107327655
20140303;1.3759299999999999;1.37263;1.37926;1.3734600000000001;133610.24071851373
20140304;1.37345;1.37208;1.37815;1.3743;125059.07058636099
20140305;1.3743;1.37075;1.3748799999999999;1.3732799999999998;118662.790595524
20140306;1.37324;1.37212;1.38729;1.38608;162225.39081370828
20140307;1.38608;1.38521;1.3915;1.38753;144997.7205523327
20140309;1.38749;1.38697;1.38757;1.3871200000000001;784.590002387762
20140310;1.38711;1.38616;1.38978;1.38782;105341.28052631019
20140311;1.38781;1.3833799999999998;1.38784;1.38585;122534.76060704887
20140312;1.38586;1.3843299999999998;1.39142;1.39021;145117.82058256865
20140313;1.3901700000000001;1.38456;1.39667;1.3872200000000001;200120.94085466865
20140314;1.38721;1.38476;1.39372;1.39126;165920.16083838046
20140316;1.39065;1.3902700000000001;1.39173;1.39143;1009.0500012412668
20140317;1.39144;1.38791;1.39475;1.39208;120630.67058698088
20140318;1.39209;1.38799;1.39425;1.3933799999999998;139654.17077854276
20140319;1.39336;1.38097;1.3934;1.38165;147700.22078224274
20140320;1.3816700000000002;1.37494;1.38448;1.37801;154241.840817295
20140321;1.3780000000000001;1.37657;1.38106;1.37919;116380.03061841428
20140323;1.37968;1.37965;1.38063;1.3802;1134.4700018540022
20140324;1.38016;1.37604;1.38754;1.38381;131113.73065046966
20140325;1.38382;1.37491;1.38469;1.3826;165921.50080224127
20140326;1.3826100000000001;1.37766;1.38277;1.37853;157102.60063999143
20140327;1.37849;1.37286;1.37968;1.3741299999999999;149708.71071713418
20140328;1.3741299999999999;1.37048;1.3773;1.37504;123458.95066827536
20140331;1.37612;1.37216;1.38067;1.3769;118267.76072765887
20140401;1.37687;1.37679;1.38155;1.37926;95187.52060555668
20140402;1.37926;1.37532;1.38202;1.37671;95633.60046245158
20140403;1.37671;1.36982;1.3806399999999999;1.37199;147176.73070245233
20140404;1.37199;1.3672799999999998;1.3730799999999999;1.37016;139494.0506906137
20140407;1.36964;1.36943;1.37486;1.37415;100145.58049142359
20140408;1.37415;1.37374;1.38115;1.37968;134153.09067833427
20140409;1.37968;1.37799;1.38619;1.38551;140487.50069323927
20140410;1.3854899999999999;1.3836;1.3899;1.38859;141389.39080676436
20140411;1.38859;1.38635;1.39056;1.3884299999999998;126942.64071968946
20140414;1.3843299999999998;1.38081;1.3863;1.38206;121957.27072507887
20140415;1.3820700000000001;1.37903;1.38331;1.38144;122321.93067714572
20140416;1.38142;1.38037;1.3850799999999999;1.38152;120191.58052019775
20140417;1.38153;1.38111;1.38645;1.38133;106190.50044858457
20140418;1.38135;1.38077;1.3822299999999998;1.38077;27973.300147131085
20140421;1.38121;1.37871;1.38304;1.37927;43675.6302459985
20140422;1.37927;1.3785;1.38248;1.38048;99374.45043246447
20140423;1.38047;1.3800299999999999;1.3854600000000001;1.38166;131488.6305847913
20140424;1.3816899999999999;1.37914;1.38429;1.38313;127122.34055265039
20140425;1.38313;1.38267;1.3848200000000002;1.38329;98830.14045865087
20140428;1.38447;1.38147;1.38794;1.3851;130326.51047365367
